Skill,Word
Verbs: Past Active 1,הרגיש
Verbs: Past Active 1,הסברתי
Verbs: Past Active 1,שאי פעם
Verbs: Past Active 1,הזמינו
Verbs: Past Active 1,אי פעם
Verbs: Past Active 1,הייתה לנו
Verbs: Past Active 1,הסבירה
Verbs: Past Active 1,הייתה לי
Verbs: Past Active 1,האמנתי
Verbs: Past Active 1,האמינו
Verbs: Past Active 1,הציע
Verbs: Past Active 1,היו לו
Verbs: Past Active 1,הזמנתי
Verbs: Past Active 1,בחלב
Determiners,אחרות
Dates and Time,הבאה
Dates and Time,הקיץ
Occupations,דוגמניות
Conjunctions,מי שעושֶה
Verbs: Past Active 1,קניתי
Verbs: Past Active 1,התחילה
Verbs: Past Active 1,הגיע
Verbs: Past Active 1,הקשבתי
Verbs: Past Active 1,קניתם
Verbs: Past Active 1,הגעתם
Verbs: Past Active 1,החליטו
Verbs: Past Active 1,הקשיבה
Verbs: Past Active 1,קנתה
Verbs: Past Active 1,הכירו
Verbs: Past Active 1,החלטנו
Verbs: Past Active 1,הראינו
Verbs: Past Active 1,הראה
Verbs: Past Active 1,הכרתְ
Verbs: Past Active 1,התחלתי
Verbs: Past Active 1,הכיר
Verbs: Past Active 1,הראתה
Family,האח
Verbs: Present - Pi'el,ממך
Verbs: Past Active 1,ניצח
Verbs: Past Active 1,קינאנו
Verbs: Past Active 1,בזבזו
Verbs: Past Active 1,חיכה
Verbs: Past Active 1,שילמנו
Verbs: Past Active 1,סיימתי
Verbs: Past Active 1,קינאה
Verbs: Past Active 1,סיימנו
Verbs: Past Active 1,שילמתם
Verbs: Past Active 1,ניצחנו
Verbs: Past Active 1,קינא
Verbs: Past Active 1,סיים
Verbs: Past Active 1,בזבזתָ
Verbs: Past Active 1,בזבז
Verbs: Past Active 1,שיקרו
Verbs: Past Active 1,וחיכה
Verbs: Past Active 1,שיקרתי
Home Sweet Home,השמיכה
Home Sweet Home,הוילון
Home Sweet Home,וילון
Verbs: Present - Pa'al,הופך
Verbs: Past Active 1,בישל
Verbs: Past Active 1,איבדתי
Verbs: Past Active 1,איבדתן
Verbs: Past Active 1,בישלתי
Verbs: Past Active 1,שיחקו
Verbs: Past Active 1,ניסיתי
Verbs: Past Active 1,דיברנו
Verbs: Past Active 1,ניסה
Verbs: Past Active 1,דיברה
Verbs: Past Active 1,ביקש
Verbs: Past Active 1,ניסינו
Verbs: Past Active 1,בישלו
Verbs: Past Active 1,שיחק
Verbs: Past Active 1,סיפרנו
Verbs: Past Active 1,סיפרה
Verbs: Past Active 1,ביקשתי
Verbs: Present - Pa'al,שומרים
Verbs: Past Active 1,הפכו
Verbs: Past Active 1,כתב
Verbs: Past Active 1,גנבו
Verbs: Past Active 1,ידעו
Verbs: Past Active 1,נתנה
Verbs: Past Active 1,ידע
Verbs: Past Active 1,לקחו
Verbs: Past Active 1,שרו
Verbs: Past Active 1,קפץ
Verbs: Past Active 1,קרא
Verbs: Past Active 1,כתבו
Verbs: Past Active 1,לקחתי
Verbs: Past Active 1,נתתָ
Verbs: Past Active 1,שרתן
Verbs: Past Active 1,גנבתי
Verbs: Past Active 1,הפך
Verbs: Past Active 1,קראתם
Conjunctions,חוץ ממנו
Verbs: Past Active 1,רצתי
Verbs: Past Active 1,שבאתי
Verbs: Past Active 1,גדַל
Verbs: Past Active 1,שם
Verbs: Past Active 1,מאז
Verbs: Past Active 1,היו
Verbs: Past Active 1,שברנו
Verbs: Past Active 1,עבד
Verbs: Past Active 1,עבדתי
Verbs: Past Active 1,גדלו
Verbs: Past Active 1,גדלתי
Verbs: Past Active 1,עבדה
Verbs: Past Active 1,שברתי
Verbs: Past Active 1,רץ
Verbs: Past Active 1,שמו
Verbs: Past Active 1,בא
Home Sweet Home,למראה
Adjectives 2,חיובי
Family,בן זוג
Family,בת זוגו
Family,החיים
Adverbs,ובינתיים
Adverbs,ואחר כך
Travel,הרכבת
Verbs: Past Active 1,אכל
Verbs: Past Active 1,חשבו
Verbs: Past Active 1,אכלה
Verbs: Past Active 1,אמרתי
Verbs: Past Active 1,אמרו
Verbs: Past Active 1,נפל
Verbs: Past Active 1,עשיתי
Verbs: Past Active 1,עשה
Verbs: Past Active 1,נפלנו
Verbs: Past Active 1,שאמרתי
Verbs: Past Active 1,חשבתי
Verbs: Past Active 1,מעולם
Verbs: Past Active 1,אכלתי
Verbs: Past Active 1,עזב
Verbs: Past Active 1,שמעה
Verbs: Past Active 1,שמעתם
Verbs: Past Active 1,עזבו
Verbs: Past Active 1,הייתן
Verbs: Present - Pi'el,מגלות
Verbs: Present - Pi'el,משכנעת
Verbs: Present - Pi'el,מאשרים
Verbs: Present - Pi'el,מאשרת
Clothing,מעילים
Determiners,מכולן
Verbs: Present - Pi'el,שמאחר
Verbs: Present - Pi'el,מספקים
Verbs: Past Active 1,אהבתְ
Verbs: Past Active 1,ראיתי
Verbs: Past Active 1,ראה
Verbs: Past Active 1,הלכו
Verbs: Past Active 1,הלכנו
Verbs: Past Active 1,הלך
Verbs: Past Active 1,רצינו
Verbs: Past Active 1,מצא
Verbs: Past Active 1,חזרנו
Verbs: Past Active 1,חזרתי
Verbs: Past Active 1,הייתם
Verbs: Past Active 1,אהבו
Verbs: Past Active 1,רצו
Verbs: Past Active 1,שתיתָ
Verbs: Past Active 1,שתתה
Verbs: Past Active 1,שתו
Verbs: Past Active 1,מצאנו
Verbs: Past Active 1,היה לכם
Verbs: Past Active 1,בעבר
Verbs: Past Active 1,היה לו
Verbs: Past Active 1,היה
Verbs: Past Active 1,הייתה
Verbs: Past Active 1,העבר
Verbs: Past Active 1,הייתְ
Verbs: Past Active 1,הייתָ
Verbs: Past Active 1,כשהייתי
Verbs: Past Active 1,היה לי
Verbs: Past Active 1,הייתי
Verbs: Past Active 1,היה לנו
Verbs: Past Active 1,היינו
Travel,אופנוע
Travel,מכונית
Home Sweet Home,הקיר
Occupations,התמחות
Adjectives 2,שגוי
Family,הדודה
Family,שבת דודה
Plurals,וחתולים
Comparison,דומֶה
Comparison,דומים
Comparison,דומָה
Education,הקושי
Education,קשיים
Education,עמוד
Education,המסמך
Education,ההסבר
Education,ההסברים
Education,במכון
Education,המכון
Education,העמוד
Education,הציור
Education,תכנית
Education,הסבר
Education,המסמכים
Education,מכונים
Education,התכנית
Travel,בין-לאומי
Travel,בין-לאומית
Travel,דרכון
Travel,באפריקה
Travel,מאוסטרליה
Travel,דלק
Travel,"לחו""ל"
Travel,באוסטרליה
Travel,"מחו""ל"
Travel,אפריקה
Travel,אירופאים
Travel,אירופאי
Travel,אוסטרליה
Travel,בחוץ לארץ
Travel,מסביב
Travel,אירופה
Travel,יבשת
Travel,היבשת
Travel,תחנת האוטובוס
Travel,באמריקה
Travel,בתחנת האוטובוס
Travel,באסיה
Travel,תיירת
Travel,אמריקה
Travel,תחנת אוטובוס
Travel,התייר
Travel,באירופה
Travel,תייר
Travel,אסיה
Travel,לים התיכון
Travel,עולם
Travel,וסין
Travel,העולם
Travel,ארץ
Travel,במזרח התיכון
Travel,המזרח התיכון
Travel,למזרח התיכון
Travel,הארץ
Travel,לרוסיה
Travel,סין
Travel,רוסיה
Travel,בעולם
Travel,מצרים
Travel,מסין
Travel,הים התיכון
Education,המטרה
Education,מטרתנו
Education,ההיסטוריה
Education,מטרות
Education,ללמד
Education,מלמד
Education,המשמעות
Education,משמעות
Education,היסטוריה
Education,מההיסטוריה
Education,לתרגל
Education,מלמדת
Education,מתרגלת
Education,ההכנות
Education,הכנה
Education,משמעויות
Education,מלמדים
Travel,באנגליה
Travel,רכבת תחתית
Travel,בצרפת
Travel,בגרמניה
Travel,למסע
Travel,מיוון
Travel,ספרד
Travel,גרמניה
Travel,מסע
Travel,המסע
Travel,וספרד
Travel,הרכבת התחתית
Travel,אנגליה
Travel,לאנגליה
Travel,ביוון
Travel,צרפת
Travel,יוון
Education,סטודנטית
Education,להרצאה
Education,פרופסור
Education,הפרופסורים
Education,דוקטורט
Education,הדוקטורט
Education,אוניברסיטה
Education,המרצֶה
Education,הפרופסור
Education,הסטודנטים
Education,ההרצאות
Education,הסטודנט
Education,המרצָה
Education,התואר
Education,ההרצאה
Education,האוניברסיטאות
Education,המרצים
Education,מרצֶה
Education,באוניברסיטה
Education,תואר
Travel,לטיול
Travel,הרפתקה
Travel,הטיול
Travel,הרכב
Travel,התחבורה
Travel,ההרפתקה
Travel,תחבורה
Travel,מהרכב
Travel,טיול
Travel,טיסה
Travel,רכבים
Travel,הביקור
Travel,לארצות הברית
Travel,ביקור
Travel,הטיסה
Travel,בארצות הברית
Education,מילה
Education,בכיתה
Education,רעיון
Education,ידע
Education,המצגת
Education,פרק
Education,כיתה א
Education,הפרק
Education,מילים
Education,רעיונות
Education,הרעיונות
Education,מצגות
Clothing,גורבים
Travel,תיק הגב
Travel,קווי
Travel,נוסע
Travel,מפליגים
Travel,מפליגה
Travel,המדריך
Travel,מדריך
Travel,מפת
Travel,ספינה
Travel,הספינה
Travel,קו
Travel,המדריכה
Education,למבחן
Education,לימודים
Education,עפרונות
Education,הספרייה
Education,הלימודים
Education,מבחן
Education,שיעורי בית
Education,דוגמה
Education,הדוגמה
Education,בספרייה
Education,שהספרייה
Education,דוגמאות
Education,מבחנים
Education,בספרים
Travel,בתחנת הרכבת
Travel,המטוס
Travel,רציף
Travel,סירה
Travel,נוהג
Travel,הרציף
Travel,טס
Travel,טסים
Travel,שטים
Travel,לנהוג
Travel,מטוס
Travel,תחנת הרכבת
Travel,נוהגת
Travel,הסירה
Travel,שטה
Travel,תחנת רכבת
Verbs: Present - Pi'el,מבזבז
Verbs: Present - Pi'el,מקנא
Verbs: Present - Pi'el,מבקרות
Verbs: Present - Pi'el,מבקר
Verbs: Present - Pi'el,מנצח
Verbs: Present - Pi'el,מקנאים
Verbs: Present - Pi'el,מרחמת
Verbs: Present - Pi'el,מרחמים
Verbs: Present - Pi'el,מנצחים
Verbs: Present - Pi'el,הטובים
Education,המורָה
Education,חינוך
Education,המורים
Education,הקורס
Education,פתקים
Education,העט
Education,קורס
Education,השיעורים
Education,עטים
Education,קורסים
Education,בשיעור
Education,שיעורים
Education,המורֶה
Education,הפתק
Verbs: Present - Pa'al,גונבים
Verbs: Present - Pa'al,שוברת
Verbs: Present - Pa'al,בורחים
Travel,האופנוע
Travel,לטייל
Travel,מטיילות
Travel,רוכב
Travel,לחופשה
Travel,האופניים
Travel,החופשה
Travel,במזוודה
Travel,מטיילים
Travel,רוכבים
Travel,האוטובוס
Travel,רוכבת
Travel,אופניים
Travel,מזוודה
Travel,המזוודות
Prepositions 2,אחריו
Prepositions 2,אחרי
People,צרפתי
People,עַם
People,אנגלי
People,אוסטרלים
People,הצרפתי
People,האוסטרלי
People,צרפתים
People,אוסטרלי
People,אמריקאית
People,האנגלי
People,העַם
People,אנגליה
People,ואמריקאי
People,אמריקאי
Numbers 2,האחרונה
Numbers 2,כפול
Numbers 2,מינוס
Numbers 2,שווה
Numbers 2,האחרון
Prepositions 2,לפניו
Prepositions 2,לפני
People,ישראלית
People,הישראלי
People,ישראלים
Numbers 2,בסך הכל
Numbers 2,רובנו
Numbers 2,ברובו
Numbers 2,ממיליארד
Numbers 2,מיליארד
Numbers 2,רוב
Numbers 2,שמיליארד
Numbers 2,הממוצע
Numbers 2,ממוצע
Numbers 2,חצי
Numbers 2,אחוז
People,הקורבנות
People,אזרחים
People,בחורה
People,הבחורה
People,ושהיא
People,אזרחי
People,הקורבן
People,בחורים
People,והבחורה
People,מבוגרים
People,קורבן
People,הבחור
People,זוג
People,אזרח
People,מבוגר
Prepositions 2,עלינו
Prepositions 2,עליו
Prepositions 2,עליהם
Prepositions 2,עלייך
Prepositions 2,עליכן
Prepositions 2,עליך
Places,החוף
Numbers 2,עשרת אלפים
Numbers 2,ששת אלפים
Numbers 2,מיליון
Numbers 2,מיליונים
Numbers 2,זוגות
Numbers 2,ארבעת אלפים
Numbers 2,ארבע מאות
Numbers 2,תשעת אלפים
Numbers 2,מאתיים עשרים וחמש
Numbers 2,מאות
Numbers 2,אלפים
Numbers 2,מאה
Numbers 2,וארבעה אלף
Numbers 2,מאתיים
Numbers 2,שלוש מאות חמישים ושלוש
Numbers 2,ומאה
Numbers 2,אלף
Numbers 2,מטר
Numbers 2,שבעת אלפים
Numbers 2,זוג
Numbers 2,מאתיים וארבעה
Numbers 2,אלפיים
Numbers 2,שמונת אלפים
Numbers 2,שבע מאות
Numbers 2,שלושת אלפים
Numbers 2,חמש מאות
Numbers 2,מטרים
Numbers 2,חמשת אלפים
People,הפרט
People,האנשים
People,נערים
People,לנוער
People,לאנשים
People,הנוער
People,הנער
People,האוכלוסייה
People,נער
People,מערכת יחסים
People,לפרט
People,מערכת היחסים
People,אוכלוסייה
People,נערה
Dates and Time,בצהריים
Dates and Time,לילה
Verbs: Present - Pi'el,ממלא
Verbs: Present - Pi'el,מסדר
Verbs: Present - Pi'el,מייבשת
Verbs: Present - Pi'el,מכבדים
Verbs: Present - Pi'el,שמכבד
Verbs: Present - Pi'el,מסדרים
Verbs: Present - Pi'el,מכבדות
Numbers 2,התשעים
Numbers 2,השמונים
Numbers 2,שישים ושתיים
Numbers 2,שישים
Numbers 2,שמונים
Numbers 2,השבעים
Numbers 2,כמות
Numbers 2,ושמונים וחמישה
Numbers 2,השישים
Numbers 2,שנות
Numbers 2,שבעים
Numbers 2,שבעים ושלושה
Numbers 2,הכמות
Numbers 2,שישים וארבעה
Numbers 2,תשעים
Numbers 2,לשנות
Numbers 2,בשנות
People,חבר
People,תרבויות
People,קרן
People,הוועדה
People,כנס
People,בני אדם
People,לכנס
People,בקרן
People,הקרן
People,אויב
People,תרבות
People,בן אדם
People,בני האדם
People,האויב
People,בוועדה
People,ועדה
People,אויבים
Numbers 2,חמישים ושלוש
Numbers 2,השני
Numbers 2,ארבעים וחמש
Numbers 2,השלישית
Numbers 2,הראשונה
Numbers 2,וארבעים וחמישה
Numbers 2,חמישים ושמונֶה
Numbers 2,הרביעית
Numbers 2,הראשון
Numbers 2,השלישי
Numbers 2,שלושים ושתיים
Numbers 2,שלושים וארבעה
Numbers 2,הרביעי
Numbers 2,השנייה
Numbers 2,קוראות
Numbers 2,ראשון
Numbers 2,ארבעים ואחד
Numbers 2,שלושים וחמש
Numbers 2,שלושים
Modals,ומה
Modals,עליו
Modals,מותר
Modals,עליהם
Modals,עשויה
Modals,עשוי
Modals,אפשר
Modals,עשויים
Modals,אי אפשר
Modals,עליי
People,החבר
People,ידידות
People,ידידה
People,הציבור
People,ידיד
People,חבר
People,אדם
People,ידידים
People,חבֵרה
Modals,חייבים
Modals,שאסור
Modals,יכול
Modals,חייב
Modals,אמור
Modals,חייבות
Modals,יכולה
Modals,מומלצת
Modals,יכולים
Modals,מומלץ
Modals,אמורה
Modals,אסור
Numbers 2,שלוש
Numbers 2,ושבעת
Numbers 2,חמשת
Numbers 2,לחמש
Numbers 2,שבע
Numbers 2,חמש
Numbers 2,שלושת
Numbers 2,שבעת
Numbers 2,משבע
Places,בצפון
Places,בשוק
Places,חוות
Places,במזרח
Places,ומערב
Places,צפון
Places,שוק
Places,צפונה
Places,שווקים
Places,המערב
Places,כיכרות
Places,מזרח
Places,כיכר
Places,בחווה
Places,דרומה
Places,לגני חיות
Places,ודרום
Places,בגן החיות
Places,גן החיות
Places,מערב
Places,לכיכר
Places,בדרום
Adverbs,לעיתים רחוקות
Places,בעיירה
Places,ארמונות
Places,הגשר
Places,נמל
Places,עיר בירתה
Places,עיר הבירה
Places,בעיר הבירה
Places,הקהילה
Places,לבית הקולנוע
Places,עיירה
Places,בבית הקולנוע
Places,קהילות
Places,ארמון
Places,בנמל
Places,בית קולנוע
Places,גשרים
Places,במגדל
Places,המסלולים
Places,בשכונה
Places,מגדל
Places,גבול
Places,בבתי כלא
Places,בית כלא
Places,השטח
Places,שטח
Places,הגבול
Places,שדרה
Places,שכונה
Places,השדרה
Places,במסלול
Places,בבית הכלא
Places,לשכונה
Places,בשדרה
Places,הגבולות
Places,מסלול
Animals,קופה
Places,מוזיאונים
Places,בתל אביב
Places,הפינה
Places,העמק
Places,תל אביב
Places,בפינה
Places,תחנה
Places,בתחנה
Places,הכפרים
Places,עמק
Places,ברחבי
Places,בכפר
Places,התחנה
Places,בעמק
Places,מוזיאון
Places,רחבי
Places,הכפר
Verbs: Present - Pi'el,מסמנת
Verbs: Present - Pi'el,מנסים
Verbs: Present - Pi'el,מאחלת
Verbs: Present - Pi'el,בספר
Verbs: Present - Pi'el,מנסֶה
Verbs: Present - Pi'el,מגדלים
Verbs: Present - Hiph'il,מתאים
Verbs: Present - Hiph'il,מכיל
Verbs: Present - Hiph'il,מחליטים
Verbs: Present - Hiph'il,מביאים
Verbs: Present - Hiph'il,מחליפה
Verbs: Present - Hiph'il,מתאימות
Verbs: Present - Hiph'il,מחליפים
Verbs: Present - Hiph'il,מחליט
Verbs: Present - Hiph'il,מבינה
Verbs: Present - Hiph'il,מכילות
Verbs: Present - Hiph'il,מביאה
Verbs: Present - Hiph'il,מחליף
Verbs: Present - Hiph'il,מביא
Verbs: Present - Hiph'il,מבין
Verbs: Present - Hiph'il,מחליטה
Verbs: Present - Hiph'il,מעריכה
Places,ברים
Places,הקרקע
Places,בנק
Places,מחוז
Places,באי
Places,בבר
Places,המחוז
Places,בבנק
Places,מתוך
Places,האי
Places,בקניון
Places,הקניון
Places,איים
Places,במחוז
Food 2,ואבוקדו
Conjunctions,הרעים
Verbs: Present - Pa'al,שרות
Places,איזור
Places,המכולת
Places,בירושלים
Places,לחנות
Places,במשרד
Places,בפארק
Places,סופרמרקט
Places,במבנה
Places,ירושלים
Places,מבנה
Places,חנות
Places,באיזור
Places,מרכז
Places,במרכז
Places,סופרמרקטים
Places,המשרד
Places,האיזור
Places,פארק
Places,החנות
Places,למכולת
Places,מכולת
Verbs: Present - Hiph'il,מעדיף
Verbs: Present - Hiph'il,מציג
Verbs: Present - Hiph'il,להוסיף
Verbs: Present - Hiph'il,מכריזים
Verbs: Present - Hiph'il,מכריזה
Verbs: Present - Hiph'il,מזמין
Verbs: Present - Hiph'il,מזכיר
Verbs: Present - Hiph'il,מציגה
Verbs: Present - Hiph'il,מרשָה
Verbs: Present - Hiph'il,מזכירה
Verbs: Present - Hiph'il,מזמינים
Verbs: Present - Hiph'il,להרשות
Verbs: Present - Hiph'il,להציג
Verbs: Present - Hiph'il,מרשֶה
Verbs: Present - Hiph'il,מכריז
Verbs: Present - Hiph'il,מעדיפים
Prepositions 2,אלייך
Prepositions 2,אליכם
Prepositions 2,אל
Prepositions 2,אלינו
Prepositions 2,אליה
Prepositions 2,אליכן
Prepositions 2,אליכם
Verbs: Present - Hiph'il,מפיקים
Verbs: Present - Hiph'il,ממשיכים
Verbs: Present - Hiph'il,להמשיך
Verbs: Present - Hiph'il,מופיעים
Verbs: Present - Hiph'il,מפיק
Verbs: Present - Hiph'il,מוסיפה
Verbs: Present - Hiph'il,מופיע
Verbs: Present - Hiph'il,מוסיף
Verbs: Present - Hiph'il,מניחים
Verbs: Present - Hiph'il,מניח
Verbs: Present - Hiph'il,מגיש
Verbs: Present - Hiph'il,מגישה
Weather,הוריקן
Weather,הצפה
Weather,טורנדו
Weather,הטורנדו
Weather,הצפות
Weather,ההוריקן
Weather,הערפל
Weather,מעלות
Weather,ערפל
Home Sweet Home,הדוד
Home Sweet Home,הבניין
Home Sweet Home,האור
Places,המקום
Places,המסגד
Places,לאורך
Places,נכס
Places,מסגד
Places,הנכס
Places,לכנסייה
Places,מקומות
Places,הכנסייה
Places,לתוך
Places,הנכסים
Places,מקום
Places,במסגד
Food 2,כף
Verbs: Present - Hiph'il,משכיר
Verbs: Present - Hiph'il,מחזיר
Verbs: Present - Hiph'il,מחזירה
Verbs: Present - Hiph'il,משכירים
Verbs: Present - Hiph'il,משיגים
Verbs: Present - Hiph'il,משיג
Verbs: Present - Hiph'il,להשכיר
Verbs: Present - Hiph'il,מחזיקים
Verbs: Present - Hiph'il,מסבירה
Verbs: Present - Hiph'il,ממליץ
Verbs: Present - Hiph'il,מסביר
Verbs: Present - Hiph'il,מסבירים
Verbs: Present - Hiph'il,מחזיק
Verbs: Present - Hiph'il,ממליצים
Clothing,לובשות
Places,ברחוב
Places,שדות תעופה
Places,למדינה
Places,ערים
Places,שדה תעופה
Places,אחורה
Places,העיר
Places,שדה התעופה
Places,הרחוב
Places,לבית כנסת
Places,הרחובות
Places,בבית הכנסת
Places,מאחורה
Places,עיר
Places,מדינה
Places,במדינה
Places,הטירה
Verbs: Present - Hiph'il,מצליחים
Verbs: Present - Hiph'il,מודֶה
Verbs: Present - Hiph'il,מודים
Verbs: Present - Hiph'il,מצליח
Verbs: Present - Hiph'il,מתחיל
Verbs: Present - Hiph'il,מתחילים
Verbs: Present - Hiph'il,מגיע
Verbs: Present - Hiph'il,מסכימה
Verbs: Present - Hiph'il,מעביר
Verbs: Present - Hiph'il,מסכים
Verbs: Present - Hiph'il,להעביר
Verbs: Present - Hiph'il,בעברית
Verbs: Present - Hiph'il,מודָה
Verbs: Present - Hiph'il,מגיעים
Verbs: Present - Hiph'il,מאמין
Weather,גשום
Weather,רוח
Weather,מעונן
Weather,וגשום
Weather,גל החום
Weather,הטמפרטורה
Weather,גל הקור
Weather,העננים
Weather,ענן
Weather,גל חום
Weather,גל קור
Weather,ברד
Weather,סופות
Weather,האובך
Weather,מטפטף
Weather,מזג אוויר
Weather,הסופה
Weather,מטפטפת
Weather,מזג האוויר
Weather,בהיר
Verbs: Present - Hiph'il,להציע
Verbs: Present - Hiph'il,מכינה
Verbs: Present - Hiph'il,מאזינים
Verbs: Present - Hiph'il,מרגישים
Verbs: Present - Hiph'il,מציע
Verbs: Present - Hiph'il,מרגישה
Verbs: Present - Hiph'il,מראֶה
Verbs: Present - Hiph'il,מכין
Verbs: Present - Hiph'il,מקשיבים
Verbs: Present - Hiph'il,מציעה
Verbs: Present - Hiph'il,מקשיב
Verbs: Present - Hiph'il,מרגיש
Verbs: Present - Hiph'il,מכינים
Verbs: Present - Hiph'il,לילדה
Verbs: Present - Hiph'il,מאזין
Verbs: Present - Hiph'il,מראים
Dates and Time,משנה
Dates and Time,דקה
Dates and Time,השבוע
Dates and Time,בחודש
Dates and Time,מאתמול
Dates and Time,השעות
Dates and Time,שעברה
Dates and Time,שעות
Places,ימין
Places,קדימה
Places,חופים
Places,בבית מלון
Places,פונים
Places,ישראל
Places,שמאל
Places,ימינה
Places,פונֶה
Places,הימין
Places,לישראל
Places,בית המלון
Places,פונָה
Places,שמאלה
Places,בישראל
Places,מימין
Places,בחוף
Places,בית מלון
Occupations,מקצוע
Weather,גשם
Weather,השלג
Weather,כשהשמש
Weather,הברקים
Weather,לרעמים
Weather,שלג
Weather,השמש
Weather,הרעם
Weather,ורעמים
Weather,יורד
Weather,זורח
Weather,שמש
Weather,זורחת
Weather,הברק
Weather,ברקים
Construct State 1,בתי החולים
Construct State 1,בבתי המשפט
Construct State 1,בתי הספר
Construct State 1,בתי ספר
Construct State 1,צבעוניים
Construct State 1,לכמה
Construct State 1,בתי חולים
Construct State 1,בתי המלון
Construct State 1,בתי קפה
Construct State 1,בתי כנסת
Construct State 1,בתי הכנסת
Construct State 1,ובתי משפט
Construct State 1,בתי המשפט
Construct State 1,בתי מלון
Home Sweet Home,חדר
Construct State 1,ארוחות בוקר
Construct State 1,מכונות כביסה
Construct State 1,ארוחות צהריים
Construct State 1,עוגות השוקולד
Construct State 1,ארוחות הערב
Construct State 1,וארוחות ערב
Construct State 1,עוגות שוקולד
Construct State 1,עוגות גבינה
Construct State 1,מכונות הכביסה
Construct State 1,עוגות הגבינה
Construct State 1,ארוחות הצהריים
Infinitives 1,למנוע
Infinitives 1,להכיל
Infinitives 1,לספור
Infinitives 1,לברוח
Infinitives 1,לסבול
Infinitives 1,לצייר
Prepositions 2,לבינךָ
Prepositions 2,אצלי
Prepositions 2,אצלו
Prepositions 2,ביני
Prepositions 2,מולי
Infinitives 1,לחתוך
Verbs: Present - Pa'al,לומדת
Adjectives 2,שזה
Adjectives 2,העוף
Adjectives 2,מצוין
Adjectives 2,מצוינת
Adjectives 2,הכרחי
Construct State 1,בקבוקי מים
Construct State 1,חדרי השינה
Construct State 1,חדרי אורחים
Construct State 1,בחדרי האורחים
Construct State 1,חדרי האורחים
Construct State 1,חדרי שינה
Construct State 1,בקבוקי המים
Construct State 1,ושני
Construct State 1,בקבוקי היין
Construct State 1,חדרי האוכל
Construct State 1,ושלה
Construct State 1,בקבוקי יין
Construct State 1,חדרי אוכל
Construct State 1,בית ספר
Construct State 1,בית קפה
Construct State 1,בית הכנסת
Construct State 1,בית הקפה
Construct State 1,לבית הכנסת
Construct State 1,בית החולים
Construct State 1,לבית החולים
Construct State 1,לבית המלון
Construct State 1,בבית החולים
Construct State 1,לבית מלון
Construct State 1,בית הספר
Construct State 1,לבית המשפט
Construct State 1,בבית המשפט
Construct State 1,בית המשפט
Construct State 1,בבית קפה
Construct State 1,מתוקה
Construct State 1,מכונת הכביסה
Construct State 1,ארוחת צהריים
Construct State 1,מכונת כביסה
Construct State 1,עוגת השוקולד
Construct State 1,ארוחת הצהריים
Construct State 1,ארוחת ערב
Construct State 1,עוגת הגבינה
Construct State 1,ארוחת הערב
Construct State 1,עוגת גבינה
Construct State 1,ארוחת בוקר
Construct State 1,ורוצָה
Construct State 1,לארוחת הצהריים?
Construct State 1,עוגת שוקולד
Construct State 1,בחדר האורחים
Construct State 1,חדר האורחים
Construct State 1,מבקבוק המים
Construct State 1,לחדר האוכל
Construct State 1,לאבא
Construct State 1,בקבוק היין
Construct State 1,בחדר השינה
Construct State 1,שרק
Construct State 1,בקבוק יין
Construct State 1,מיץ תפוזים
Construct State 1,בחדר האוכל
Construct State 1,חדר השינה
Construct State 1,בקבוק מים
Home Sweet Home,הספה
Home Sweet Home,הבית
Home Sweet Home,שולחנות
Prepositions 1,לידכם
Food 2,למנגו
Clothing,מרכיב
Home Sweet Home,האשפה
Home Sweet Home,מטאטא
Home Sweet Home,המקרר
Home Sweet Home,בפח האשפה
Home Sweet Home,שכן
Home Sweet Home,שכנים
Home Sweet Home,למקלט
Home Sweet Home,במקרר
Home Sweet Home,המטאטא
Home Sweet Home,פח אשפה
Home Sweet Home,מעלית
Home Sweet Home,השכנים
Home Sweet Home,במקלט
Home Sweet Home,שכנה
Home Sweet Home,מקלט
Home Sweet Home,המעלית
Adverbs,כלימון
Home Sweet Home,חדר אוכל
Home Sweet Home,החצר
Home Sweet Home,מכונות כביסה
Home Sweet Home,בחצר
Home Sweet Home,ואחת
Home Sweet Home,סמרטוט
Home Sweet Home,הסמרטוט
Home Sweet Home,הכביסה
Home Sweet Home,הגינה
Home Sweet Home,שהחצר
Home Sweet Home,מכונת כביסה
Adjectives 2,נהדרת
Adjectives 2,נחמד
Adjectives 2,פרטית
Home Sweet Home,הברז
Home Sweet Home,שוטפים
Home Sweet Home,שהכיור
Home Sweet Home,שואב
Home Sweet Home,שואבת
Home Sweet Home,לכיור
Home Sweet Home,שואב אבק
Home Sweet Home,הכלים
Home Sweet Home,כיור
Home Sweet Home,ברזים
Home Sweet Home,שוטפת
Home Sweet Home,שוטף
Home Sweet Home,הכיור
Home Sweet Home,כלים
Occupations,האיכרים
Occupations,החקלאים
Occupations,והאדריכל
Occupations,האדריכל
Occupations,החקלאית
Occupations,הטבחים
Home Sweet Home,חדר אורחים
Home Sweet Home,הארון
Home Sweet Home,הווילון
Home Sweet Home,כרית
Home Sweet Home,התקרה
Home Sweet Home,וחדר אורחים
Home Sweet Home,תקרה
Home Sweet Home,ארון
Home Sweet Home,בארון
Home Sweet Home,שמיכות
Home Sweet Home,בעליית הגג
Home Sweet Home,הכרית
Home Sweet Home,עליית גג
Home Sweet Home,וילונות
